row_index,video_uri,brand_name,feature_id,detected
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,tight_framing_index,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_human_voice,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_direct_to_camera,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_has_supers,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_product_closeup,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_product_extreme_closeup,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_product_context_index,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_casual_language,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_humor_index,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,character_driven,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_audio_cta,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,special_offer_speech,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_production_style_index,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_sfv_adaptation_high,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_emoji_usage,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_personal_character_talk,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_native_brand_context,true
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_personal_character_type,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_product_context,false
1,sample_videos/google/videos/Youtube_sWaCTG60wPA_Never_run_out_of_the_food_they_love_Chewy.mp4,Chewy,shorts_video_format,true
